"div","yr","mon","pdsi"
5,2011,4,-1.98
5,2011,5,-2.09
5,2011,6,-2.06
5,2011,7,-1.06
5,2011,8,-1.84
5,2011,9,-1.84
5,2011,10,-2.17
5,2011,11,-1.48
5,2011,12,-0.97
5,2012,1,-1.46
5,2012,2,-1.94
5,2012,3,-2.31
5,2012,4,-2.48
5,2012,5,-2.67
5,2012,6,-2.62
5,2012,7,1.33
5,2012,8,1.38
5,2012,9,1.59
5,2012,10,-0.34
5,2012,11,-0.91
5,2012,12,-0.61
5,2013,1,-0.17
5,2013,2,-0.2
5,2013,3,-0.95
5,2013,4,-1.49
5,2013,5,-1.75
5,2013,6,-1.79
5,2013,7,1.3
5,2013,8,1.07
5,2013,9,2
5,2013,10,1.38
5,2013,11,2.16
5,2013,12,-0.43
5,2014,1,-1.27
5,2014,2,-2.06
5,2014,3,-2.66
5,2014,4,-2.97
5,2014,5,-3.06
5,2014,6,-2.96
5,2014,7,0.79
5,2014,8,1.7
5,2014,9,2.26
5,2014,10,-0.51
5,2014,11,-1.02
5,2014,12,-0.94
5,2015,1,-0.9
5,2015,2,-1.77
5,2015,3,-1.93
5,2015,4,-2.15
5,2015,5,-1.53
5,2015,6,-1.24
5,2015,7,-0.99
5,2015,8,-1.62
5,2015,9,-1.5
5,2015,10,-0.96
5,2015,11,-1.13
5,2015,12,-1.43
5,2016,1,-1.16
5,2016,2,-1.96
5,2016,3,-2.74
5,2016,4,-2.43
5,2016,5,-2.33
5,2016,6,-2.24
5,2016,7,-2.56
5,2016,8,-2.6
5,2016,9,-2.72
5,2016,10,-3.04
5,2016,11,-3.16
5,2016,12,0.64
5,2017,1,1.2
5,2017,2,2
5,2017,3,-0.2
5,2017,4,-0.59
5,2017,5,-0.27
5,2017,6,-0.38
5,2017,7,-0.59
5,2017,8,-1.03
5,2017,9,-0.83
5,2017,10,-1.44
5,2017,11,-2.06
5,2017,12,-2.61
5,2018,1,-2.91
5,2018,2,-3.14
5,2018,3,-3.54
5,2018,4,-3.9
5,2018,5,-3.89
5,2018,6,-3.68
5,2018,7,1.64
5,2018,8,0.9
5,2018,9,0.09
5,2018,10,1.45
5,2018,11,0.93
5,2018,12,0.77
5,2019,1,1.25
5,2019,2,1.64
5,2019,3,1.9
5,2019,4,-0.47
5,2019,5,-0.59
5,2019,6,-0.74
5,2019,7,-1.41
5,2019,8,-2.37
5,2019,9,1.23
5,2019,10,0.61
5,2019,11,1.74
5,2019,12,1.69
5,2020,1,0.92
5,2020,2,0.96
5,2020,3,2.42
5,2020,4,2.87
5,2020,5,-0.46
5,2020,6,-0.62
5,2020,7,-1.41
5,2020,8,-2.36
5,2020,9,-2.9
5,2020,10,-3.31
5,2020,11,-3.52
5,2020,12,-3.71
6,1985,1,4.34
6,1985,2,4.08
6,1985,3,3.63
6,1985,4,3.69
6,1985,5,3.76
6,1985,6,3.29
6,1985,7,2.99
6,1985,8,2.03
6,1985,9,2.7
6,1985,10,2.99
6,1985,11,3.79
6,1985,12,-0.14
6,1986,1,-0.77
6,1986,2,-0.59
6,1986,3,-0.37
6,1986,4,-0.75
6,1986,5,-1.17
6,1986,6,-1.41
6,1986,7,0.36
6,1986,8,0.33
6,1986,9,0.16
6,1986,10,0.59
6,1986,11,0.32
6,1986,12,0.52
6,1987,1,0.45
6,1987,2,1.02
6,1987,3,-0.13
6,1987,4,-0.35
6,1987,5,-0.36
6,1987,6,-0.57
6,1987,7,-1.13
6,1987,8,-1.34
6,1987,9,-1.45
6,1987,10,0.11
6,1987,11,0.44
6,1987,12,0.67
6,1988,1,0.71
6,1988,2,-0.35
6,1988,3,-0.91
6,1988,4,-0.28
6,1988,5,-0.6
6,1988,6,-0.8
6,1988,7,-0.82
6,1988,8,0.79
6,1988,9,-0.66
6,1988,10,-0.18
6,1988,11,-0.22
6,1988,12,-0.77
6,1989,1,-0.4
6,1989,2,-0.95
6,1989,3,-1.33
6,1989,4,-2.2
6,1989,5,-2.63
6,1989,6,-2.87
6,1989,7,-2.82
6,1989,8,-3.16
6,1989,9,-3.5
6,1989,10,-3.08
6,1989,11,-3.31
6,1989,12,-3.39
6,1990,1,-3.11
6,1990,2,-2.72
6,1990,3,-2.67
6,1990,4,-2.95
6,1990,5,-3.16
6,1990,6,-3.24
6,1990,7,1.09
6,1990,8,2.01
6,1990,9,2.53
6,1990,10,1.82
6,1990,11,1.43
6,1990,12,1.63
6,1991,1,1.49
6,1991,2,1.04
6,1991,3,2.33
6,1991,4,2.39
6,1991,5,2.5
6,1991,6,2.56
6,1991,7,-0.7
6,1991,8,-1.26
6,1991,9,-1.4
6,1991,10,-0.02
6,1991,11,0.25
6,1991,12,0.63
6,1992,1,0.98
6,1992,2,1.82
6,1992,3,2.99
6,1992,4,3.71
6,1992,5,5.26
6,1992,6,5.66
6,1992,7,5.49
6,1992,8,5.83
6,1992,9,4.61
6,1992,10,3.71
6,1992,11,2.95
6,1992,12,4.14
6,1993,1,6.4
6,1993,2,7.34
6,1993,3,7.05
6,1993,4,7.16
6,1993,5,8.33
6,1993,6,7.93
6,1993,7,6.25
6,1993,8,6.34
6,1993,9,5.04
6,1993,10,4.61
6,1993,11,5.39
6,1993,12,-0.49
6,1994,1,-0.99
6,1994,2,-0.75
6,1994,3,-0.62
6,1994,4,-0.87
6,1994,5,-0.79
6,1994,6,-1.13
6,1994,7,-1.57
6,1994,8,-2.19
6,1994,9,0.2
6,1994,10,0.21
6,1994,11,0.39
6,1994,12,1.08
6,1995,1,1.87
6,1995,2,1.73
6,1995,3,1.72
6,1995,4,1.9
6,1995,5,2.19
6,1995,6,2.47
6,1995,7,-0.96
6,1995,8,-0.83
6,1995,9,-0.78
6,1995,10,-1.37
6,1995,11,-1.46
6,1995,12,-2.03
6,1996,1,-2.61
6,1996,2,-2.61
6,1996,3,-2.98
6,1996,4,-3.5
6,1996,5,-3.94
6,1996,6,-4.1
6,1996,7,-3.37
6,1996,8,-3.38
6,1996,9,-2.44
6,1996,10,-2.57
6,1996,11,-2.68
6,1996,12,-3.11
6,1997,1,-2.82
6,1997,2,-2.68
6,1997,3,-3.3
6,1997,4,-3.38
6,1997,5,-3.8
6,1997,6,-3.9
6,1997,7,-4.43
6,1997,8,-3.87
6,1997,9,-3.51
6,1997,10,-3.41
6,1997,11,-3.43
6,1997,12,0.42
6,1998,1,0.01
6,1998,2,2.24
6,1998,3,2.85
6,1998,4,3.31
6,1998,5,4.38
6,1998,6,5.34
6,1998,7,5.12
6,1998,8,-0.14
6,1998,9,-0.02
6,1998,10,-0.14
6,1998,11,-0.32
6,1998,12,-0.71
6,1999,1,-1.46
6,1999,2,-2.02
6,1999,3,-2.62
6,1999,4,-1.91
6,1999,5,-2.39
6,1999,6,-2.58
6,1999,7,1.49
6,1999,8,1.22
6,1999,9,1.37
6,1999,10,-0.75
6,1999,11,-1.45
6,1999,12,-1.98
6,2000,1,-2.59
6,2000,2,-3.13
6,2000,3,-2.5
6,2000,4,-2.86
6,2000,5,-3.46
6,2000,6,-3.22
6,2000,7,-3.86
6,2000,8,-3.68
6,2000,9,-4.07
6,2000,10,2.28
6,2000,11,2.26
6,2000,12,1.36
6,2001,1,1.76
6,2001,2,1.66
6,2001,3,1.56
6,2001,4,1.84
6,2001,5,-0.32
6,2001,6,-0.74
6,2001,7,-0.78
6,2001,8,-0.97
6,2001,9,-1.72
6,2001,10,-2.03
6,2001,11,-2.45
6,2001,12,-2.33
6,2002,1,-2.68
6,2002,2,-3.25
6,2002,3,-3.65
6,2002,4,-4.12
6,2002,5,-4.4
6,2002,6,-4.54
6,2002,7,-4.49
6,2002,8,-5.03
6,2002,9,-4.23
6,2002,10,-4.04
6,2002,11,-3.88
6,2002,12,-3.83
6,2003,1,-4.24
6,2003,2,-2.67
6,2003,3,-2.33
6,2003,4,-2.09
6,2003,5,-2.02
6,2003,6,-2.17
6,2003,7,-2.34
6,2003,8,-2.18
6,2003,9,-2.14
6,2003,10,-2.65
6,2003,11,-2.24
6,2003,12,-2.46
6,2004,1,-2.57
6,2004,2,-2.41
6,2004,3,-2.84
6,2004,4,-2.62
6,2004,5,-3.14
6,2004,6,-3.38
6,2004,7,-3.44
6,2004,8,-3.62
6,2004,9,-3.43
6,2004,10,0.64
6,2004,11,0.88
6,2004,12,1.22
6,2005,1,1.96
6,2005,2,3.52
6,2005,3,3.26
6,2005,4,3.64
6,2005,5,4.68
6,2005,6,4.52
6,2005,7,-0.42
6,2005,8,-0.18
6,2005,9,-0.83
6,2005,10,-1.12
6,2005,11,-1.66
6,2005,12,-2.2
6,2006,1,-2.81
6,2006,2,-3.42
6,2006,3,-2.84
6,2006,4,-3.02
6,2006,5,-3.53
6,2006,6,-3.63
6,2006,7,-2.66
6,2006,8,-2.37
6,2006,9,-1.7
6,2006,10,-1.75
6,2006,11,-2.26
6,2006,12,-2.49
6,2007,1,-2.44
6,2007,2,-2.67
6,2007,3,-2.97
6,2007,4,-3.29
6,2007,5,-3.72
6,2007,6,-3.9
6,2007,7,-3.21
6,2007,8,-3.42
6,2007,9,-3.42
6,2007,10,-3.73
6,2007,11,-3.6
6,2007,12,0.68
6,2008,1,1.43
6,2008,2,1.34
6,2008,3,0.73
6,2008,4,0.53
6,2008,5,1.02
6,2008,6,1.04
6,2008,7,1.5
6,2008,8,1.61
6,2008,9,-0.61
6,2008,10,-1.2
6,2008,11,-1.27
6,2008,12,-0.94
6,2009,1,-1.33
6,2009,2,-1.28
6,2009,3,-1.9
6,2009,4,-2.19
6,2009,5,-2.62
6,2009,6,-2.85
6,2009,7,-2.88
6,2009,8,-3.5
6,2009,9,-3.61
6,2009,10,-3.78
6,2009,11,-4.05
6,2009,12,-3.81
6,2010,1,1.56
6,2010,2,1.75
6,2010,3,1.78
6,2010,4,1.88
6,2010,5,2.12
6,2010,6,2.26
6,2010,7,-0.03
6,2010,8,-0.37
6,2010,9,-0.95
6,2010,10,-0.92
6,2010,11,-1.29
6,2010,12,-1.27
6,2011,1,-1.8
6,2011,2,-1.74
6,2011,3,-2.35
6,2011,4,-2.66
6,2011,5,-2.93
6,2011,6,-3.2
6,2011,7,-3.09
6,2011,8,-3.54
6,2011,9,-3.55
6,2011,10,-3.74
6,2011,11,-3.3
6,2011,12,-2.68
6,2012,1,-2.99
6,2012,2,-3.3
6,2012,3,-3.46
6,2012,4,-3.8
6,2012,5,-4.13
6,2012,6,-4.24
6,2012,7,-3.43
6,2012,8,-2.94
6,2012,9,-2.77
6,2012,10,-3.16
6,2012,11,-3.48
6,2012,12,-3.05
6,2013,1,-2.38
6,2013,2,-2.28
6,2013,3,-2.34
6,2013,4,-2.61
6,2013,5,-2.85
6,2013,6,-3.06
6,2013,7,-2.4
6,2013,8,-2.49
6,2013,9,-2.08
6,2013,10,-2.33
6,2013,11,-1.16
6,2013,12,-1.41
6,2014,1,-2.06
6,2014,2,-2.86
6,2014,3,-2.98
6,2014,4,-3.46
6,2014,5,-3.87
6,2014,6,-4.07
6,2014,7,-3.81
6,2014,8,-2.56
6,2014,9,-0.62
6,2014,10,-0.72
6,2014,11,-1.28
6,2014,12,-1.09
6,2015,1,-0.7
6,2015,2,-1.3
6,2015,3,-1.86
6,2015,4,-2.08
6,2015,5,-1.7
6,2015,6,-1.58
6,2015,7,-1.72
6,2015,8,-2
6,2015,9,-1.43
6,2015,10,-0.77
6,2015,11,-0.84
6,2015,12,-1.19
6,2016,1,-0.78
6,2016,2,-1.48
6,2016,3,-2.44
6,2016,4,-2.6
6,2016,5,-2.81
6,2016,6,-2.8
6,2016,7,-3.28
6,2016,8,-2.85
6,2016,9,-2.79
6,2016,10,-3.14
6,2016,11,-2.94
6,2016,12,-2.47
6,2017,1,-1.9
6,2017,2,-1.59
6,2017,3,-2.17
6,2017,4,-2.53
6,2017,5,-2.63
6,2017,6,-2.84
6,2017,7,-1.64
6,2017,8,-1.83
6,2017,9,-2.32
6,2017,10,-2.88
6,2017,11,-3.48
6,2017,12,-3.83
6,2018,1,-4.2
6,2018,2,-4.07
6,2018,3,-4.55
6,2018,4,-5.07
6,2018,5,-5.3
6,2018,6,-5.02
6,2018,7,0.87
6,2018,8,0.82
6,2018,9,0.45
6,2018,10,2.35
6,2018,11,1.79
6,2018,12,1.21
6,2019,1,1.01
6,2019,2,2.2
6,2019,3,-0.04
6,2019,4,-0.16
6,2019,5,0.13
6,2019,6,0.13
6,2019,7,-0.57
6,2019,8,-1.5
6,2019,9,0.95
6,2019,10,0.25
6,2019,11,1.79
6,2019,12,2.02
6,2020,1,1.47
6,2020,2,1.56
6,2020,3,2.24
6,2020,4,2.35
6,2020,5,2.58
6,2020,6,-0.45
6,2020,7,0.64
6,2020,8,-2.33
6,2020,9,-2.98
6,2020,10,-3.48
6,2020,11,-3.77
6,2020,12,-3.82
7,1985,1,6.21
7,1985,2,6.06
7,1985,3,5.42
7,1985,4,5.88
7,1985,5,6.26
7,1985,6,6.19
7,1985,7,5.53
7,1985,8,4.54
7,1985,9,5
7,1985,10,5.5
7,1985,11,5.7
7,1985,12,4.69
7,1986,1,3.42
7,1986,2,3.25
7,1986,3,3.22
7,1986,4,2.66
7,1986,5,1.92
7,1986,6,1.43
7,1986,7,1.57
7,1986,8,2.05
7,1986,9,1.45
7,1986,10,1.44
7,1986,11,1.67
7,1986,12,1.92
7,1987,1,1.55
7,1987,2,1.92
7,1987,3,1.74
7,1987,4,2.05
7,1987,5,2.44
7,1987,6,2.49
7,1987,7,-0.61
7,1987,8,-0.2
7,1987,9,-0.17
7,1987,10,-0.58
7,1987,11,-0.57
7,1987,12,0.61
7,1988,1,0.55
7,1988,2,-0.19
7,1988,3,-0.57
7,1988,4,0.73
7,1988,5,0.5
7,1988,6,0.26
7,1988,7,0.45
7,1988,8,1.4
7,1988,9,1.07
7,1988,10,1.73
7,1988,11,-0.11
7,1988,12,-0.66
7,1989,1,-0.39
7,1989,2,-0.98
7,1989,3,-1.58
7,1989,4,-2.47
7,1989,5,-2.77
7,1989,6,-3.24
7,1989,7,-3.32
7,1989,8,-3.58
7,1989,9,-4.03
7,1989,10,-3.02
7,1989,11,-3.29
7,1989,12,-3.46
7,1990,1,-3.34
7,1990,2,-2.98
7,1990,3,-2.92
7,1990,4,-3.25
7,1990,5,-3.43
7,1990,6,-3.68
7,1990,7,1.84
7,1990,8,2.1
7,1990,9,2.3
7,1990,10,1.77
7,1990,11,1.78
7,1990,12,2.14
7,1991,1,2.14
7,1991,2,2.22
7,1991,3,3.11
7,1991,4,3.08
7,1991,5,3.31
7,1991,6,3.43
7,1991,7,2.53
7,1991,8,2.16
7,1991,9,1.93
7,1991,10,1.3
7,1991,11,1.45
7,1991,12,2.27
7,1992,1,2.51
7,1992,2,2.83
7,1992,3,3.81
7,1992,4,4.32
7,1992,5,6.14
7,1992,6,6.8
7,1992,7,6.25
7,1992,8,6.58
7,1992,9,5.23
7,1992,10,4.22
7,1992,11,3.39
7,1992,12,4.37
7,1993,1,6.75
7,1993,2,6.96
7,1993,3,6.52
7,1993,4,6.42
7,1993,5,7.38
7,1993,6,7.33
7,1993,7,5.73
7,1993,8,6.31
7,1993,9,-0.65
7,1993,10,-0.65
7,1993,11,-0.06
7,1993,12,-0.54
7,1994,1,-1.16
7,1994,2,-0.99
7,1994,3,-0.85
7,1994,4,-1.18
7,1994,5,-1.38
7,1994,6,-1.82
7,1994,7,-2.8
7,1994,8,-2.95
7,1994,9,0.09
7,1994,10,-0.11
7,1994,11,1.34
7,1994,12,2.57
7,1995,1,2.93
7,1995,2,3.13
7,1995,3,2.88
7,1995,4,3.16
7,1995,5,3.95
7,1995,6,4.44
7,1995,7,-1.03
7,1995,8,-0.99
7,1995,9,-0.96
7,1995,10,-1.45
7,1995,11,-1.52
7,1995,12,-1.98
7,1996,1,-2.64
7,1996,2,-2.7
7,1996,3,-3.25
7,1996,4,-3.74
7,1996,5,-4.19
7,1996,6,-4.02
7,1996,7,-3.71
7,1996,8,-3.36
7,1996,9,-2.36
7,1996,10,-1.98
7,1996,11,-2.08
7,1996,12,-2.65
7,1997,1,-2.2
7,1997,2,-1.95
7,1997,3,-2.32
7,1997,4,-2.45
7,1997,5,-2.49
7,1997,6,-2.71
7,1997,7,-3.6
7,1997,8,-3.36
7,1997,9,-3
7,1997,10,-2.86
7,1997,11,-2.64
7,1997,12,1.18
7,1998,1,0.58
7,1998,2,2.16
7,1998,3,2.89
7,1998,4,3.21
7,1998,5,4.2
7,1998,6,4.78
7,1998,7,4.91
7,1998,8,-0.33
7,1998,9,-0.78
7,1998,10,-1.03
7,1998,11,-0.95
7,1998,12,-1.31
7,1999,1,-2.1
7,1999,2,-2.84
7,1999,3,-3.45
7,1999,4,-2.9
7,1999,5,-3.29
7,1999,6,-3.48
7,1999,7,-1.64
7,1999,8,-0.74
7,1999,9,-0.58
7,1999,10,-1.35
7,1999,11,-2.06
7,1999,12,-2.57
7,2000,1,-3.23
7,2000,2,-3.76
7,2000,3,-3.59
7,2000,4,-4.17
7,2000,5,-4.64
7,2000,6,-3.58
7,2000,7,-4.4
7,2000,8,-3.54
7,2000,9,-4.18
7,2000,10,2.88
7,2000,11,3.49
7,2000,12,2.66
7,2001,1,3.01
7,2001,2,2.68
7,2001,3,2.41
7,2001,4,3.12
7,2001,5,3.87
7,2001,6,3.95
7,2001,7,-0.18
7,2001,8,-0.21
7,2001,9,-0.8
7,2001,10,-1.16
7,2001,11,-1.64
7,2001,12,-1.68
7,2002,1,-2.08
7,2002,2,-2.46
7,2002,3,-2.97
7,2002,4,-3.65
7,2002,5,-4.01
7,2002,6,-4.54
7,2002,7,-4.3
7,2002,8,-4.42
7,2002,9,-3.99
7,2002,10,-3.87
7,2002,11,-3.8
7,2002,12,-3.37
7,2003,1,-3.84
7,2003,2,-3.07
7,2003,3,-2.81
7,2003,4,-2.84
7,2003,5,-3.15
7,2003,6,-3.54
7,2003,7,-3.74
7,2003,8,-4.11
7,2003,9,-3.85
7,2003,10,-3.95
7,2003,11,-3.27
7,2003,12,-3.49
7,2004,1,-3.23
7,2004,2,-2.89
7,2004,3,-2.61
7,2004,4,-1.78
7,2004,5,-2.35
7,2004,6,-2.8
7,2004,7,-3.02
7,2004,8,-3.15
7,2004,9,0.02
7,2004,10,-0.07
7,2004,11,0.21
7,2004,12,0.18
7,2005,1,0.93
7,2005,2,1.9
7,2005,3,1.63
7,2005,4,1.74
7,2005,5,2.36
7,2005,6,2.18
7,2005,7,-0.8
7,2005,8,-0.48
7,2005,9,-1.07
7,2005,10,-1.33
7,2005,11,-1.94
7,2005,12,-2.52
7,2006,1,-3.13
7,2006,2,-3.76
7,2006,3,-3.65
7,2006,4,-4.09
7,2006,5,-4.47
7,2006,6,-4.4
7,2006,7,-3.02
7,2006,8,-2.38
7,2006,9,-1.51
7,2006,10,-1.43
7,2006,11,-2.02
7,2006,12,-2.35
7,2007,1,-1.9
7,2007,2,-2.09
7,2007,3,-1.99
7,2007,4,-2.32
7,2007,5,-2.67
7,2007,6,-2.89
7,2007,7,-2.17
7,2007,8,-2.09
7,2007,9,-2.18
7,2007,10,-2.6
7,2007,11,-2.55
7,2007,12,-1.84
7,2008,1,-1.58
7,2008,2,-1.54
7,2008,3,-1.89
7,2008,4,-2.22
7,2008,5,-1.93
7,2008,6,-1.99
7,2008,7,1.31
7,2008,8,1.64
7,2008,9,-0.14
7,2008,10,-0.69
7,2008,11,-0.88
7,2008,12,-0.98
7,2009,1,-1.31
7,2009,2,-1.71
7,2009,3,-2.39
7,2009,4,-2.75
7,2009,5,-2.8
7,2009,6,-2.6
7,2009,7,-3.12
7,2009,8,-3.93
7,2009,9,-3.97
7,2009,10,-4.06
7,2009,11,-4.21
7,2009,12,-4.16
7,2010,1,1.43
7,2010,2,1.84
7,2010,3,1.83
7,2010,4,2.05
7,2010,5,2.24
7,2010,6,2.21
7,2010,7,2.35
7,2010,8,-0.16
7,2010,9,-0.7
7,2010,10,-0.95
7,2010,11,-1.38
7,2010,12,-1.65
7,2011,1,-2.27
7,2011,2,-2.45
7,2011,3,-3.25
7,2011,4,-3.66
7,2011,5,-3.91
7,2011,6,-4.31
7,2011,7,-3.99
7,2011,8,-4.02
7,2011,9,-3.58
7,2011,10,-3.84
7,2011,11,-3.31
7,2011,12,-2.47
7,2012,1,-2.83
7,2012,2,-2.98
7,2012,3,-3.19
7,2012,4,-3.56
7,2012,5,-3.66
7,2012,6,-3.91
7,2012,7,-3.09
7,2012,8,-3.35
7,2012,9,-2.67
7,2012,10,-3.2
7,2012,11,-3.44
7,2012,12,-3.14
7,2013,1,-2.92
7,2013,2,-2.74
7,2013,3,-3.07
7,2013,4,-3.46
7,2013,5,-3.75
7,2013,6,-4.15
7,2013,7,-3.09
7,2013,8,-2.84
7,2013,9,-2.21
7,2013,10,-2.63
7,2013,11,-1.75
7,2013,12,-1.92
7,2014,1,-2.65
7,2014,2,-3.42
7,2014,3,-3.57
7,2014,4,-3.94
7,2014,5,-4.26
7,2014,6,-4.72
7,2014,7,0.22
7,2014,8,1.03
7,2014,9,2.19
7,2014,10,2.03
7,2014,11,1.32
7,2014,12,1.16
7,2015,1,1.82
7,2015,2,-0.63
7,2015,3,-1.04
7,2015,4,-1.18
7,2015,5,-0.05
7,2015,6,0.33
7,2015,7,0.48
7,2015,8,0.01
7,2015,9,0.76
7,2015,10,1.09
7,2015,11,-0.12
7,2015,12,-0.43
7,2016,1,-0.13
7,2016,2,-0.85
7,2016,3,-1.82
7,2016,4,-1.95
7,2016,5,-2.25
7,2016,6,-2.04
7,2016,7,-2.24
7,2016,8,-1.97
7,2016,9,-0.89
7,2016,10,-1.53
7,2016,11,-1.56
7,2016,12,-1.24
7,2017,1,-0.82
7,2017,2,-1.11
7,2017,3,-1.96
7,2017,4,-2.43
7,2017,5,-2.55
7,2017,6,-2.91
7,2017,7,-1.72
7,2017,8,-2.28
7,2017,9,-2.95
7,2017,10,-3.5
7,2017,11,-4.07
7,2017,12,-4.28
7,2018,1,-4.78
7,2018,2,-3.85
7,2018,3,-4.12
7,2018,4,-4.69
7,2018,5,-4.94
7,2018,6,-4.62
7,2018,7,-4.2
7,2018,8,-4.1
7,2018,9,0.21
7,2018,10,1.71
7,2018,11,1.24
7,2018,12,1
7,2019,1,0.93
7,2019,2,1.68
7,2019,3,1.74
7,2019,4,1.66
7,2019,5,1.69
7,2019,6,-0.13
7,2019,7,-1.01
7,2019,8,-1.61
7,2019,9,1.01
7,2019,10,-0.7
7,2019,11,1.98
7,2019,12,2.28
7,2020,1,1.93
7,2020,2,1.96
7,2020,3,2.51
7,2020,4,2.62
7,2020,5,3.09
7,2020,6,-0.01
7,2020,7,-1.1
7,2020,8,-2.44
7,2020,9,-3.27
7,2020,10,-3.79
7,2020,11,-4.1
7,2020,12,-4.15
