"plot","yr.m","ppt"
"BZ","2004-04",44.23
"BZ","2004-05",0
"BZ","2004-06",0
"BZ","2004-07",13.54
"BZ","2004-08",42.98
"BZ","2004-09",65.89
"BZ","2004-10",132.12
"BZ","2004-11",99.69
"BZ","2004-12",44.81
"BZ","2005-01",96.09
"BZ","2005-02",117.66
"BZ","2005-03",25
"BZ","2005-04",16.65
"BZ","2005-05",0
"BZ","2005-06",0.13
"BZ","2005-07",20.69
"BZ","2005-08",67.03
"BZ","2005-09",2.61
"BZ","2005-10",38.75
"BZ","2005-11",2.12
"BZ","2005-12",0
"BZ","2006-01",0
"BZ","2006-02",0.45
"BZ","2006-03",28.36
"BZ","2006-04",5.07
"BZ","2006-05",0.95
"BZ","2006-06",6.2
"BZ","2006-07",33.8
"BZ","2006-08",38.83
"BZ","2006-09",39.16
"BZ","2006-10",27.47
"BZ","2006-11",0
"BZ","2006-12",1.11
"BZ","2007-01",11.88
"BZ","2007-02",13.6
"BZ","2007-03",20.57
"BZ","2007-04",0
"BZ","2007-05",0
"BZ","2007-06",0
"BZ","2007-07",62.01
"BZ","2007-08",19.44
"BZ","2007-09",16.81
"BZ","2007-10",5.95
"BZ","2007-11",0
"BZ","2007-12",58.13
"BZ","2008-01",92.05
"BZ","2008-02",24.74
"BZ","2008-03",1.25
"BZ","2008-04",0
"BZ","2008-05",13.61
"BZ","2008-06",0
"BZ","2008-07",35.43
"BZ","2008-08",71.53
"BZ","2008-09",20.56
"BZ","2008-10",0
"BZ","2008-11",49.01
"BZ","2008-12",69.23
"BZ","2009-01",3.62
"BZ","2009-02",46.11
"BZ","2009-03",0
"BZ","2009-04",13.06
"BZ","2009-05",4.12
"BZ","2009-06",1.99
"BZ","2009-07",16.71
"BZ","2009-08",14.67
"BZ","2009-09",12.85
"BZ","2009-10",0.01
"BZ","2009-11",0
"BZ","2009-12",73.88
"BZ","2010-01",107.65
"BZ","2010-02",47.58
"BZ","2010-03",34.45
"BZ","2010-04",1.84
"BZ","2010-05",0
"BZ","2010-06",6.12
"BZ","2010-07",12.6
"BZ","2010-08",55.2
"BZ","2010-09",0.98
"BZ","2010-10",65.55
"BZ","2010-11",3.86
"BZ","2010-12",66.12
"BZ","2011-01",0
"BZ","2011-02",36.08
"BZ","2011-03",6.33
"BZ","2011-04",19.32
"BZ","2011-05",5.32
"BZ","2011-06",0
"BZ","2011-07",33.58
"BZ","2011-08",3.29
"BZ","2011-09",21.12
"BZ","2011-10",23.07
"BZ","2011-11",21.27
"BZ","2011-12",60.11
"BZ","2012-01",2.37
"BZ","2012-02",5.34
"BZ","2012-03",34.69
"BZ","2012-04",14.39
"BZ","2012-05",0
"BZ","2012-06",0
"BZ","2012-07",60.1
"BZ","2012-08",88.67
"BZ","2012-09",45.93
"BZ","2012-10",3.21
"BZ","2012-11",1.9
"BZ","2012-12",48.83
"BZ","2013-01",53.05
"BZ","2013-02",7.97
"BZ","2013-03",8.69
"BZ","2013-04",1.03
"BZ","2013-05",0.07
"BZ","2013-06",0
"BZ","2013-07",39.82
"BZ","2013-08",99.44
"BZ","2013-09",39.24
"BZ","2013-10",7.6
"BZ","2013-11",52.82
"BZ","2013-12",7.8
"BZ","2014-01",0
"BZ","2014-02",0.94
"BZ","2014-03",22.03
"BZ","2014-04",3.86
"BZ","2014-05",0
"BZ","2014-06",0
"BZ","2014-07",45.51
"BZ","2014-08",115.13
"BZ","2014-09",70.61
"BZ","2014-10",5.51
"BZ","2014-11",0
"BZ","2014-12",57.24
"BZ","2015-01",49.16
"BZ","2015-02",20.57
"BZ","2015-03",54.88
"BZ","2015-04",8.73
"BZ","2015-05",18.91
"BZ","2015-06",9.01
"BZ","2015-07",43.94
"BZ","2015-08",35.33
"BZ","2015-09",27.87
"BZ","2015-10",56.02
"BZ","2015-11",9.9
"BZ","2015-12",10.36
"BZ","2016-01",50.22
"BZ","2016-02",13.24
"BZ","2016-03",2.86
"BZ","2016-04",16.35
"BZ","2016-05",19.71
"BZ","2016-06",4.6
"BZ","2016-07",18.27
"BZ","2016-08",83.42
"BZ","2016-09",32.98
"BZ","2016-10",8.41
"BZ","2016-11",22.15
"BZ","2016-12",74.61
"BZ","2017-01",79.46
"BZ","2017-02",57.56
"BZ","2017-03",11.62
"BZ","2017-04",2.35
"BZ","2017-05",7.26
"BZ","2017-06",0
"BZ","2017-07",71.4
"BZ","2017-08",27.42
"BZ","2017-09",22.07
"BZ","2017-10",0
"BZ","2017-11",0
"BZ","2017-12",0
"BZ","2018-01",20.42
"BZ","2018-02",9.58
"BZ","2018-03",14.84
"BZ","2018-04",0
"BZ","2018-05",0.56
"BZ","2018-06",8.9
"BZ","2018-07",43.19
"BZ","2018-08",51.31
"BZ","2018-09",1.8
"BZ","2018-10",47.71
"BZ","2018-11",7.97
"BZ","2018-12",5.13
"BZ","2019-01",96.95
"BZ","2019-02",127.98
"BZ","2019-03",29.83
"BZ","2019-04",7.77
"BZ","2019-05",13.23
"BZ","2019-06",0
"BZ","2019-07",1.53
"BZ","2019-08",3.41
"BZ","2019-09",34.65
"BZ","2019-10",0
"BZ","2019-11",106.26
"BZ","2019-12",53.71
"BZ","2020-01",1
"BZ","2020-02",18.25
"BZ","2020-03",104.93
"BZ","2020-04",7.92
"BZ","2020-05",1.18
"BZ","2020-06",0
"BZ","2020-07",7.38
"EB","1985-01",37.75
"EB","1985-02",11.15
"EB","1985-03",14.6
"EB","1985-04",8.12
"EB","1985-05",0
"EB","1985-06",0.67
"EB","1985-07",18.96
"EB","1985-08",0
"EB","1985-09",17.6
"EB","1985-10",28.88
"EB","1985-11",56.34
"EB","1985-12",1.9
"EB","1986-01",12.26
"EB","1986-02",31.08
"EB","1986-03",47.21
"EB","1986-04",14.51
"EB","1986-05",4.2
"EB","1986-06",3.63
"EB","1986-07",15.17
"EB","1986-08",39.39
"EB","1986-09",29.82
"EB","1986-10",14.39
"EB","1986-11",18.52
"EB","1986-12",37.45
"EB","1987-01",18.53
"EB","1987-02",14.35
"EB","1987-03",9.9
"EB","1987-04",4.97
"EB","1987-05",9.52
"EB","1987-06",8.76
"EB","1987-07",9.46
"EB","1987-08",20.08
"EB","1987-09",19.63
"EB","1987-10",24.23
"EB","1987-11",39.53
"EB","1987-12",19.51
"EB","1988-01",28.59
"EB","1988-02",24.75
"EB","1988-03",0
"EB","1988-04",50.99
"EB","1988-05",0.81
"EB","1988-06",0
"EB","1988-07",21.88
"EB","1988-08",67.77
"EB","1988-09",1.64
"EB","1988-10",1.6
"EB","1988-11",14.06
"EB","1988-12",6.7
"EB","1989-01",32.86
"EB","1989-02",5.44
"EB","1989-03",11.29
"EB","1989-04",0
"EB","1989-05",2.43
"EB","1989-06",0
"EB","1989-07",8.81
"EB","1989-08",6.45
"EB","1989-09",1.64
"EB","1989-10",8.33
"EB","1989-11",0
"EB","1989-12",6.1
"EB","1990-01",36.77
"EB","1990-02",15.27
"EB","1990-03",16.51
"EB","1990-04",11.66
"EB","1990-05",25.34
"EB","1990-06",7.04
"EB","1990-07",48.35
"EB","1990-08",28.94
"EB","1990-09",41.61
"EB","1990-10",5.62
"EB","1990-11",6.38
"EB","1990-12",1.29
"EB","1991-01",30.69
"EB","1991-02",17.39
"EB","1991-03",103.84
"EB","1991-04",0
"EB","1991-05",0
"EB","1991-06",3.5
"EB","1991-07",2.26
"EB","1991-08",20.49
"EB","1991-09",21.24
"EB","1991-10",6.1
"EB","1991-11",14.25
"EB","1991-12",18.13
"EB","1992-01",31.82
"EB","1992-02",62.21
"EB","1992-03",124.11
"EB","1992-04",3.44
"EB","1992-05",27.44
"EB","1992-06",0
"EB","1992-07",1.66
"EB","1992-08",25.4
"EB","1992-09",0.48
"EB","1992-10",40.78
"EB","1992-11",0
"EB","1992-12",50.96
"EB","1993-01",133.1
"EB","1993-02",104.69
"EB","1993-03",23.63
"EB","1993-04",0
"EB","1993-05",5.61
"EB","1993-06",2.86
"EB","1993-07",0
"EB","1993-08",26.04
"EB","1993-09",2.34
"EB","1993-10",14.09
"EB","1993-11",18.96
"EB","1993-12",7.68
"EB","1994-01",2.78
"EB","1994-02",15.94
"EB","1994-03",38.38
"EB","1994-04",8.18
"EB","1994-05",8.04
"EB","1994-06",0
"EB","1994-07",16.15
"EB","1994-08",4.74
"EB","1994-09",2.87
"EB","1994-10",11.68
"EB","1994-11",18.76
"EB","1994-12",32.48
"EB","1995-01",70.62
"EB","1995-02",30.49
"EB","1995-03",38.6
"EB","1995-04",9.42
"EB","1995-05",7.86
"EB","1995-06",0
"EB","1995-07",0
"EB","1995-08",8.67
"EB","1995-09",7.83
"EB","1995-10",0
"EB","1995-11",1.4
"EB","1995-12",1.55
"EB","1996-01",4.76
"EB","1996-02",22.21
"EB","1996-03",5.26
"EB","1996-04",0
"EB","1996-05",1.92
"EB","1996-06",0
"EB","1996-07",6.81
"EB","1996-08",7.51
"EB","1996-09",5.05
"EB","1996-10",5.76
"EB","1996-11",25.62
"EB","1996-12",2.81
"EB","1997-01",46.83
"EB","1997-02",25.41
"EB","1997-03",0
"EB","1997-04",11.19
"EB","1997-05",0
"EB","1997-06",1.02
"EB","1997-07",13.18
"EB","1997-08",21.12
"EB","1997-09",64.71
"EB","1997-10",0
"EB","1997-11",8.86
"EB","1997-12",19.03
"EB","1998-01",15.49
"EB","1998-02",109.43
"EB","1998-03",31.54
"EB","1998-04",23.12
"EB","1998-05",7.16
"EB","1998-06",0
"EB","1998-07",21.94
"EB","1998-08",39.4
"EB","1998-09",32.22
"EB","1998-10",4.16
"EB","1998-11",23.72
"EB","1998-12",3.68
"EB","1999-01",8.36
"EB","1999-02",19.55
"EB","1999-03",1.66
"EB","1999-04",39.99
"EB","1999-05",2.67
"EB","1999-06",3.89
"EB","1999-07",57.3
"EB","1999-08",4.97
"EB","1999-09",27.6
"EB","1999-10",0
"EB","1999-11",0
"EB","1999-12",0
"EB","2000-01",0
"EB","2000-02",19.29
"EB","2000-03",13.28
"EB","2000-04",0.69
"EB","2000-05",0
"EB","2000-06",6.82
"EB","2000-07",0.02
"EB","2000-08",40.91
"EB","2000-09",0.02
"EB","2000-10",33.29
"EB","2000-11",1.77
"EB","2000-12",0
"EB","2001-01",40.67
"EB","2001-02",33.1
"EB","2001-03",21.42
"EB","2001-04",16.8
"EB","2001-05",0
"EB","2001-06",0
"EB","2001-07",12.71
"EB","2001-08",15.07
"EB","2001-09",8.76
"EB","2001-10",8.98
"EB","2001-11",8.82
"EB","2001-12",7.51
"EB","2002-01",0
"EB","2002-02",0
"EB","2002-03",1.74
"EB","2002-04",0
"EB","2002-05",0
"EB","2002-06",0
"EB","2002-07",7.75
"EB","2002-08",0
"EB","2002-09",35.38
"EB","2002-10",10.25
"EB","2002-11",14.58
"EB","2002-12",7.84
"EB","2003-01",9.9
"EB","2003-02",76.48
"EB","2003-03",31.75
"EB","2003-04",12.2
"EB","2003-05",0.05
"EB","2003-06",0
"EB","2003-07",5.81
"EB","2003-08",25.15
"EB","2003-09",24.17
"EB","2003-10",0
"EB","2003-11",14.68
"EB","2003-12",13.6
"EB","2004-01",3.87
"EB","2004-02",36.08
"EB","2004-03",4.75
"EB","2004-04",39.85
"EB","2004-05",0
"EB","2004-06",0
"EB","2004-07",3.94
"EB","2004-08",18.17
"EB","2004-09",18.05
"EB","2004-10",112.3
"EB","2004-11",78.36
"EB","2004-12",25.88
"EB","2005-01",80.93
"EB","2005-02",110.29
"EB","2005-03",12.22
"EB","2005-04",13.89
"EB","2005-05",0
"EB","2005-06",1.6
"EB","2005-07",7.18
"EB","2005-08",42.38
"EB","2005-09",0
"EB","2005-10",36.4
"EB","2005-11",2.82
"EB","2005-12",0
"EB","2006-01",0
"EB","2006-02",1.59
"EB","2006-03",22.7
"EB","2006-04",16.16
"EB","2006-05",0
"EB","2006-06",3.15
"EB","2006-07",47.91
"EB","2006-08",11.14
"EB","2006-09",43.78
"EB","2006-10",43.67
"EB","2006-11",0
"EB","2006-12",2.09
"EB","2007-01",10.28
"EB","2007-02",12.99
"EB","2007-03",4.27
"EB","2007-04",0
"EB","2007-05",0
"EB","2007-06",0
"EB","2007-07",22.05
"EB","2007-08",14.09
"EB","2007-09",20.51
"EB","2007-10",0.14
"EB","2007-11",2.08
"EB","2007-12",39.48
"EB","2008-01",48.66
"EB","2008-02",17.07
"EB","2008-03",0.88
"EB","2008-04",0
"EB","2008-05",5.55
"EB","2008-06",0
"EB","2008-07",16.72
"EB","2008-08",19.84
"EB","2008-09",7.76
"EB","2008-10",0
"EB","2008-11",21.68
"EB","2008-12",44.75
"EB","2009-01",4.92
"EB","2009-02",35.15
"EB","2009-03",0
"EB","2009-04",2.16
"EB","2009-05",0.86
"EB","2009-06",0.99
"EB","2009-07",9.71
"EB","2009-08",7.65
"EB","2009-09",11
"EB","2009-10",0
"EB","2009-11",0.44
"EB","2009-12",33.05
"EB","2010-01",92.86
"EB","2010-02",30.18
"EB","2010-03",16.99
"EB","2010-04",3.21
"EB","2010-05",0
"EB","2010-06",0.71
"EB","2010-07",5.98
"EB","2010-08",17.29
"EB","2010-09",1.18
"EB","2010-10",29.85
"EB","2010-11",1.14
"EB","2010-12",54.7
"EB","2011-01",0
"EB","2011-02",66.6
"EB","2011-03",13.97
"EB","2011-04",5.07
"EB","2011-05",2.63
"EB","2011-06",0
"EB","2011-07",6.6
"EB","2011-08",4.07
"EB","2011-09",27.44
"EB","2011-10",10.98
"EB","2011-11",15.6
"EB","2011-12",10.88
"EB","2012-01",0
"EB","2012-02",3.19
"EB","2012-03",11.48
"EB","2012-04",14.61
"EB","2012-05",0
"EB","2012-06",0
"EB","2012-07",42.36
"EB","2012-08",49.57
"EB","2012-09",15.61
"EB","2012-10",16.7
"EB","2012-11",0
"EB","2012-12",41.92
"EB","2013-01",16.69
"EB","2013-02",6.3
"EB","2013-03",6.83
"EB","2013-04",0
"EB","2013-05",0
"EB","2013-06",0
"EB","2013-07",20.49
"EB","2013-08",47.81
"EB","2013-09",62.44
"EB","2013-10",1.53
"EB","2013-11",17.27
"EB","2013-12",0
"EB","2014-01",0
"EB","2014-02",1.79
"EB","2014-03",8.97
"EB","2014-04",5.52
"EB","2014-05",0
"EB","2014-06",0
"EB","2014-07",27.49
"EB","2014-08",62.41
"EB","2014-09",46.97
"EB","2014-10",9.95
"EB","2014-11",0
"EB","2014-12",25.26
"EB","2015-01",24.04
"EB","2015-02",9.81
"EB","2015-03",33.53
"EB","2015-04",4.19
"EB","2015-05",4.88
"EB","2015-06",2.55
"EB","2015-07",32.13
"EB","2015-08",10.56
"EB","2015-09",5.56
"EB","2015-10",39.42
"EB","2015-11",5.81
"EB","2015-12",5.22
"EB","2016-01",36.67
"EB","2016-02",6.55
"EB","2016-03",0.92
"EB","2016-04",41.03
"EB","2016-05",5.71
"EB","2016-06",0
"EB","2016-07",14.81
"EB","2016-08",56.13
"EB","2016-09",11.01
"EB","2016-10",5.56
"EB","2016-11",9.7
"EB","2016-12",61.86
"EB","2017-01",32.54
"EB","2017-02",33.45
"EB","2017-03",4
"EB","2017-04",0.42
"EB","2017-05",6.53
"EB","2017-06",0
"EB","2017-07",12.47
"EB","2017-08",19.82
"EB","2017-09",34.37
"EB","2017-10",0
"EB","2017-11",0
"EB","2017-12",0
"EB","2018-01",13.37
"EB","2018-02",5.66
"EB","2018-03",15.92
"EB","2018-04",0
"EB","2018-05",0.78
"EB","2018-06",0
"EB","2018-07",42.64
"EB","2018-08",11.24
"EB","2018-09",0.29
"EB","2018-10",36.99
"EB","2018-11",6.35
"EB","2018-12",7.14
"EB","2019-01",31.39
"EB","2019-02",53.73
"EB","2019-03",7.95
"EB","2019-04",8.14
"EB","2019-05",11.95
"EB","2019-06",0
"EB","2019-07",0
"EB","2019-08",4.34
"EB","2019-09",11.73
"EB","2019-10",0
"EB","2019-11",76.32
"EB","2019-12",26.69
"EB","2020-01",0
"EB","2020-02",12.08
"EB","2020-03",54.64
"EB","2020-04",15.18
"EB","2020-05",0
"EB","2020-06",0
"EB","2020-07",0
"ET","1985-01",21.04
"ET","1985-02",15.99
"ET","1985-03",3.48
"ET","1985-04",1.89
"ET","1985-05",0
"ET","1985-06",0
"ET","1985-07",17.37
"ET","1985-08",1.54
"ET","1985-09",27.35
"ET","1985-10",21.62
"ET","1985-11",48.73
"ET","1985-12",17.18
"ET","1986-01",4.74
"ET","1986-02",23.74
"ET","1986-03",17.89
"ET","1986-04",0.5
"ET","1986-05",2.34
"ET","1986-06",0.01
"ET","1986-07",27.39
"ET","1986-08",18.14
"ET","1986-09",11.25
"ET","1986-10",18.4
"ET","1986-11",7.8
"ET","1986-12",19.89
"ET","1987-01",10.83
"ET","1987-02",26.08
"ET","1987-03",2.09
"ET","1987-04",0
"ET","1987-05",1.03
"ET","1987-06",0
"ET","1987-07",19.07
"ET","1987-08",11.73
"ET","1987-09",6.68
"ET","1987-10",30.2
"ET","1987-11",18.59
"ET","1987-12",25.28
"ET","1988-01",23.57
"ET","1988-02",11.93
"ET","1988-03",2.06
"ET","1988-04",28.97
"ET","1988-05",0
"ET","1988-06",0
"ET","1988-07",19.17
"ET","1988-08",80.21
"ET","1988-09",0
"ET","1988-10",6.22
"ET","1988-11",8.58
"ET","1988-12",1.16
"ET","1989-01",34.33
"ET","1989-02",0
"ET","1989-03",14.5
"ET","1989-04",0
"ET","1989-05",0
"ET","1989-06",0
"ET","1989-07",12.78
"ET","1989-08",1.24
"ET","1989-09",0
"ET","1989-10",8.75
"ET","1989-11",0
"ET","1989-12",6.36
"ET","1990-01",28.28
"ET","1990-02",6.74
"ET","1990-03",5.8
"ET","1990-04",3.1
"ET","1990-05",2.24
"ET","1990-06",2.36
"ET","1990-07",36.37
"ET","1990-08",34.99
"ET","1990-09",26.42
"ET","1990-10",4.3
"ET","1990-11",0.8
"ET","1990-12",2.4
"ET","1991-01",15.32
"ET","1991-02",10.32
"ET","1991-03",56.72
"ET","1991-04",0
"ET","1991-05",0
"ET","1991-06",0
"ET","1991-07",1.16
"ET","1991-08",15.56
"ET","1991-09",4.82
"ET","1991-10",7.32
"ET","1991-11",11.5
"ET","1991-12",24.99
"ET","1992-01",31.85
"ET","1992-02",62.15
"ET","1992-03",57.25
"ET","1992-04",7.73
"ET","1992-05",12.64
"ET","1992-06",0
"ET","1992-07",17.72
"ET","1992-08",27.38
"ET","1992-09",0
"ET","1992-10",4.11
"ET","1992-11",0
"ET","1992-12",68.04
"ET","1993-01",103.8
"ET","1993-02",83.47
"ET","1993-03",22.31
"ET","1993-04",0
"ET","1993-05",1.9
"ET","1993-06",0
"ET","1993-07",0
"ET","1993-08",25.95
"ET","1993-09",0
"ET","1993-10",5.77
"ET","1993-11",31.51
"ET","1993-12",0.65
"ET","1994-01",1.42
"ET","1994-02",16.59
"ET","1994-03",24.78
"ET","1994-04",0.32
"ET","1994-05",9.27
"ET","1994-06",0
"ET","1994-07",21.52
"ET","1994-08",9.09
"ET","1994-09",10.71
"ET","1994-10",1.73
"ET","1994-11",6.45
"ET","1994-12",44.7
"ET","1995-01",58.08
"ET","1995-02",19.84
"ET","1995-03",16.2
"ET","1995-04",11.39
"ET","1995-05",0
"ET","1995-06",0
"ET","1995-07",3.86
"ET","1995-08",18.21
"ET","1995-09",3.54
"ET","1995-10",0
"ET","1995-11",6.59
"ET","1995-12",0
"ET","1996-01",0.92
"ET","1996-02",10.74
"ET","1996-03",8.2
"ET","1996-04",0
"ET","1996-05",0
"ET","1996-06",0
"ET","1996-07",6.05
"ET","1996-08",3.19
"ET","1996-09",10.73
"ET","1996-10",0.15
"ET","1996-11",0
"ET","1996-12",0.3
"ET","1997-01",18.9
"ET","1997-02",8.8
"ET","1997-03",0
"ET","1997-04",4.67
"ET","1997-05",0
"ET","1997-06",0
"ET","1997-07",1.96
"ET","1997-08",19.71
"ET","1997-09",56.83
"ET","1997-10",0
"ET","1997-11",1.02
"ET","1997-12",39.61
"ET","1998-01",3.16
"ET","1998-02",76.96
"ET","1998-03",23.38
"ET","1998-04",0.97
"ET","1998-05",0.13
"ET","1998-06",0
"ET","1998-07",32.91
"ET","1998-08",30.22
"ET","1998-09",31.47
"ET","1998-10",5.35
"ET","1998-11",7.67
"ET","1998-12",5.9
"ET","1999-01",1.21
"ET","1999-02",10.38
"ET","1999-03",2.97
"ET","1999-04",26.6
"ET","1999-05",0
"ET","1999-06",4.17
"ET","1999-07",49.31
"ET","1999-08",16.7
"ET","1999-09",15.05
"ET","1999-10",0
"ET","1999-11",0
"ET","1999-12",0
"ET","2000-01",1.97
"ET","2000-02",8.02
"ET","2000-03",28.98
"ET","2000-04",0.41
"ET","2000-05",0
"ET","2000-06",11.86
"ET","2000-07",0.33
"ET","2000-08",31.79
"ET","2000-09",0
"ET","2000-10",66.17
"ET","2000-11",5.15
"ET","2000-12",0
"ET","2001-01",32.46
"ET","2001-02",23.92
"ET","2001-03",23.64
"ET","2001-04",2.5
"ET","2001-05",0
"ET","2001-06",0
"ET","2001-07",9.42
"ET","2001-08",15.83
"ET","2001-09",0.21
"ET","2001-10",4.02
"ET","2001-11",1.88
"ET","2001-12",10.42
"ET","2002-01",0.28
"ET","2002-02",0
"ET","2002-03",0.46
"ET","2002-04",0
"ET","2002-05",0
"ET","2002-06",0
"ET","2002-07",12.2
"ET","2002-08",0
"ET","2002-09",27.08
"ET","2002-10",7.67
"ET","2002-11",11.99
"ET","2002-12",2.26
"ET","2003-01",14.42
"ET","2003-02",72.43
"ET","2003-03",19.01
"ET","2003-04",2.86
"ET","2003-05",0
"ET","2003-06",0
"ET","2003-07",11.24
"ET","2003-08",35.92
"ET","2003-09",13.85
"ET","2003-10",0.01
"ET","2003-11",15.89
"ET","2003-12",8.33
"ET","2004-01",5.44
"ET","2004-02",14.31
"ET","2004-03",7.53
"ET","2004-04",24.33
"ET","2004-05",0
"ET","2004-06",0
"ET","2004-07",3.1
"ET","2004-08",8.09
"ET","2004-09",4.92
"ET","2004-10",56.05
"ET","2004-11",41.58
"ET","2004-12",44.64
"ET","2005-01",50.09
"ET","2005-02",70.35
"ET","2005-03",5.64
"ET","2005-04",1.7
"ET","2005-05",0
"ET","2005-06",0
"ET","2005-07",23.73
"ET","2005-08",44.05
"ET","2005-09",5.2
"ET","2005-10",19.52
"ET","2005-11",0
"ET","2005-12",0
"ET","2006-01",0
"ET","2006-02",0
"ET","2006-03",17.51
"ET","2006-04",0.73
"ET","2006-05",0
"ET","2006-06",0.73
"ET","2006-07",23.13
"ET","2006-08",25.08
"ET","2006-09",38.51
"ET","2006-10",1.81
"ET","2006-11",0
"ET","2006-12",2.26
"ET","2007-01",7.12
"ET","2007-02",10.93
"ET","2007-03",18.28
"ET","2007-04",1.07
"ET","2007-05",0
"ET","2007-06",0
"ET","2007-07",18.36
"ET","2007-08",12.55
"ET","2007-09",7.87
"ET","2007-10",0.41
"ET","2007-11",0
"ET","2007-12",46.71
"ET","2008-01",36.92
"ET","2008-02",1.62
"ET","2008-03",0
"ET","2008-04",0
"ET","2008-05",4.45
"ET","2008-06",0
"ET","2008-07",22.92
"ET","2008-08",37.26
"ET","2008-09",4.11
"ET","2008-10",0
"ET","2008-11",26.12
"ET","2008-12",29.25
"ET","2009-01",0
"ET","2009-02",11.87
"ET","2009-03",0
"ET","2009-04",9.94
"ET","2009-05",0.46
"ET","2009-06",0
"ET","2009-07",7.87
"ET","2009-08",9.49
"ET","2009-09",5.55
"ET","2009-10",0
"ET","2009-11",0
"ET","2009-12",9.2
"ET","2010-01",83.98
"ET","2010-02",32.23
"ET","2010-03",17.7
"ET","2010-04",0
"ET","2010-05",0
"ET","2010-06",5.55
"ET","2010-07",16.82
"ET","2010-08",24.5
"ET","2010-09",0
"ET","2010-10",3.64
"ET","2010-11",0.61
"ET","2010-12",30.33
"ET","2011-01",0
"ET","2011-02",21.32
"ET","2011-03",5.12
"ET","2011-04",6.29
"ET","2011-05",0
"ET","2011-06",0
"ET","2011-07",15.96
"ET","2011-08",1.83
"ET","2011-09",1.16
"ET","2011-10",1.23
"ET","2011-11",13.85
"ET","2011-12",25.53
"ET","2012-01",0.32
"ET","2012-02",0
"ET","2012-03",17.46
"ET","2012-04",0.57
"ET","2012-05",0.25
"ET","2012-06",0
"ET","2012-07",33.48
"ET","2012-08",33.56
"ET","2012-09",21.59
"ET","2012-10",0
"ET","2012-11",0
"ET","2012-12",16.6
"ET","2013-01",27.94
"ET","2013-02",5.49
"ET","2013-03",9.27
"ET","2013-04",0
"ET","2013-05",0
"ET","2013-06",0
"ET","2013-07",31.58
"ET","2013-08",31.39
"ET","2013-09",21.81
"ET","2013-10",1.57
"ET","2013-11",78.96
"ET","2013-12",9.66
"ET","2014-01",0
"ET","2014-02",0
"ET","2014-03",20.42
"ET","2014-04",0
"ET","2014-05",0
"ET","2014-06",0
"ET","2014-07",24.26
"ET","2014-08",26.29
"ET","2014-09",52.24
"ET","2014-10",3.74
"ET","2014-11",0
"ET","2014-12",13.78
"ET","2015-01",20
"ET","2015-02",1.45
"ET","2015-03",25.5
"ET","2015-04",0
"ET","2015-05",23.74
"ET","2015-06",0.59
"ET","2015-07",15.97
"ET","2015-08",3.75
"ET","2015-09",3.59
"ET","2015-10",29.32
"ET","2015-11",4.42
"ET","2015-12",2.8
"ET","2016-01",33.35
"ET","2016-02",1.75
"ET","2016-03",0
"ET","2016-04",5.15
"ET","2016-05",5.5
"ET","2016-06",0.05
"ET","2016-07",9.65
"ET","2016-08",27.64
"ET","2016-09",17.61
"ET","2016-10",0.56
"ET","2016-11",12.74
"ET","2016-12",23.82
"ET","2017-01",25.54
"ET","2017-02",32.98
"ET","2017-03",4.21
"ET","2017-04",0
"ET","2017-05",2.95
"ET","2017-06",0
"ET","2017-07",50.92
"ET","2017-08",13.24
"ET","2017-09",4.45
"ET","2017-10",0
"ET","2017-11",0
"ET","2017-12",0
"ET","2018-01",15.61
"ET","2018-02",6.66
"ET","2018-03",1.65
"ET","2018-04",0
"ET","2018-05",0
"ET","2018-06",5.55
"ET","2018-07",27.38
"ET","2018-08",15.26
"ET","2018-09",1.28
"ET","2018-10",72.4
"ET","2018-11",3.47
"ET","2018-12",6.59
"ET","2019-01",30.22
"ET","2019-02",41.35
"ET","2019-03",15.98
"ET","2019-04",3.64
"ET","2019-05",1.59
"ET","2019-06",0
"ET","2019-07",9.56
"ET","2019-08",0.98
"ET","2019-09",48.57
"ET","2019-10",0
"ET","2019-11",58.36
"ET","2019-12",28.13
"ET","2020-01",0
"ET","2020-02",34.75
"ET","2020-03",67.91
"ET","2020-04",0.03
"ET","2020-05",0
"ET","2020-06",0
"ET","2020-07",1.47
"FP","1985-01",57.12
"FP","1985-02",35.2
"FP","1985-03",40.91
"FP","1985-04",13.95
"FP","1985-05",0
"FP","1985-06",0
"FP","1985-07",40.83
"FP","1985-08",28.01
"FP","1985-09",80.93
"FP","1985-10",41.05
"FP","1985-11",81.51
"FP","1985-12",26.1
"FP","1986-01",11.73
"FP","1986-02",51.17
"FP","1986-03",86.68
"FP","1986-04",2.8
"FP","1986-05",0
"FP","1986-06",10.24
"FP","1986-07",63.21
"FP","1986-08",82.04
"FP","1986-09",21.15
"FP","1986-10",49.34
"FP","1986-11",28.7
"FP","1986-12",62.01
"FP","1987-01",56.17
"FP","1987-02",71.81
"FP","1987-03",16.36
"FP","1987-04",5.45
"FP","1987-05",8.15
"FP","1987-06",2
"FP","1987-07",19.79
"FP","1987-08",38.29
"FP","1987-09",12.35
"FP","1987-10",39.1
"FP","1987-11",52.6
"FP","1987-12",55.92
"FP","1988-01",64.3
"FP","1988-02",17.36
"FP","1988-03",6.58
"FP","1988-04",58.99
"FP","1988-05",0
"FP","1988-06",3.22
"FP","1988-07",50.05
"FP","1988-08",103.4
"FP","1988-09",4.11
"FP","1988-10",47.5
