"plot","yr.m","ppt"
"HF","2009-08",9.14
"HF","2009-09",4.4
"HF","2009-10",0
"HF","2009-11",0
"HF","2009-12",42.63
"HF","2010-01",94.96
"HF","2010-02",28.95
"HF","2010-03",24.23
"HF","2010-04",0.97
"HF","2010-05",0
"HF","2010-06",2.35
"HF","2010-07",8.63
"HF","2010-08",26.54
"HF","2010-09",1.45
"HF","2010-10",40.09
"HF","2010-11",1.64
"HF","2010-12",50.58
"HF","2011-01",0
"HF","2011-02",40.81
"HF","2011-03",4.91
"HF","2011-04",12.97
"HF","2011-05",5.49
"HF","2011-06",0
"HF","2011-07",18.56
"HF","2011-08",4.65
"HF","2011-09",24.26
"HF","2011-10",11.61
"HF","2011-11",15.36
"HF","2011-12",31.61
"HF","2012-01",0
"HF","2012-02",3.96
"HF","2012-03",16.78
"HF","2012-04",12.63
"HF","2012-05",0
"HF","2012-06",0
"HF","2012-07",53.6
"HF","2012-08",44.43
"HF","2012-09",26.23
"HF","2012-10",11.27
"HF","2012-11",0
"HF","2012-12",36.42
"HF","2013-01",30.06
"HF","2013-02",6.09
"HF","2013-03",6.28
"HF","2013-04",0
"HF","2013-05",0
"HF","2013-06",0
"HF","2013-07",20.93
"HF","2013-08",65
"HF","2013-09",58.97
"HF","2013-10",3.45
"HF","2013-11",24.5
"HF","2013-12",0
"HF","2014-01",0
"HF","2014-02",1.48
"HF","2014-03",12.78
"HF","2014-04",3.83
"HF","2014-05",0
"HF","2014-06",0
"HF","2014-07",43.88
"HF","2014-08",76.88
"HF","2014-09",64.54
"HF","2014-10",5.21
"HF","2014-11",0
"HF","2014-12",31.92
"HF","2015-01",25.46
"HF","2015-02",6.24
"HF","2015-03",46.03
"HF","2015-04",6.96
"HF","2015-05",10.67
"HF","2015-06",8.12
"HF","2015-07",24.42
"HF","2015-08",22.7
"HF","2015-09",11.58
"HF","2015-10",46.96
"HF","2015-11",5.24
"HF","2015-12",6.24
"HF","2016-01",39.11
"HF","2016-02",6.67
"HF","2016-03",1.64
"HF","2016-04",18.67
"HF","2016-05",16.64
"HF","2016-06",1.75
"HF","2016-07",21.86
"HF","2016-08",65.26
"HF","2016-09",14.06
"HF","2016-10",4.82
"HF","2016-11",12.11
"HF","2016-12",74.52
"HF","2017-01",49.47
"HF","2017-02",28.6
"HF","2017-03",3.01
"HF","2017-04",0.34
"HF","2017-05",6.02
"HF","2017-06",0
"HF","2017-07",28.73
"HF","2017-08",17.58
"HF","2017-09",43.36
"HF","2017-10",0
"HF","2017-11",0
"HF","2017-12",0
"HF","2018-01",13.41
"HF","2018-02",5.15
"HF","2018-03",15.36
"HF","2018-04",0
"HF","2018-05",0.12
"HF","2018-06",0
"HF","2018-07",48.26
"HF","2018-08",20.74
"HF","2018-09",3.12
"HF","2018-10",38.56
"HF","2018-11",5.08
"HF","2018-12",6.43
"HF","2019-01",59.85
"HF","2019-02",70.92
"HF","2019-03",14.91
"HF","2019-04",8.98
"HF","2019-05",13.16
"HF","2019-06",0
"HF","2019-07",0.82
"HF","2019-08",5.28
"HF","2019-09",22.82
"HF","2019-10",0
"HF","2019-11",84.14
"HF","2019-12",29.31
"HF","2020-01",1.12
"HF","2020-02",13.8
"HF","2020-03",78.44
"HF","2020-04",6.18
"HF","2020-05",0
"HF","2020-06",0
"HF","2020-07",0.79
"HM","1985-01",31.66
"HM","1985-02",22.44
"HM","1985-03",12.48
"HM","1985-04",10.04
"HM","1985-05",0.09
"HM","1985-06",0
"HM","1985-07",27.48
"HM","1985-08",6.39
"HM","1985-09",28.74
"HM","1985-10",28.89
"HM","1985-11",90.2
"HM","1985-12",5.74
"HM","1986-01",11.11
"HM","1986-02",31.39
"HM","1986-03",48.78
"HM","1986-04",2.88
"HM","1986-05",3.8
"HM","1986-06",8.81
"HM","1986-07",32.95
"HM","1986-08",31.62
"HM","1986-09",27.98
"HM","1986-10",21.47
"HM","1986-11",17.52
"HM","1986-12",34.01
"HM","1987-01",20.1
"HM","1987-02",41.54
"HM","1987-03",11.08
"HM","1987-04",1.61
"HM","1987-05",7.57
"HM","1987-06",4.22
"HM","1987-07",18.69
"HM","1987-08",18.47
"HM","1987-09",14.93
"HM","1987-10",63.03
"HM","1987-11",39.56
"HM","1987-12",24.85
"HM","1988-01",31.78
"HM","1988-02",20.8
"HM","1988-03",5.8
"HM","1988-04",40.69
"HM","1988-05",0
"HM","1988-06",1.86
"HM","1988-07",31.09
"HM","1988-08",114.94
"HM","1988-09",1.67
"HM","1988-10",0.2
"HM","1988-11",13.94
"HM","1988-12",4.39
"HM","1989-01",50.98
"HM","1989-02",2.62
"HM","1989-03",26
"HM","1989-04",0
"HM","1989-05",2.59
"HM","1989-06",0
"HM","1989-07",50.77
"HM","1989-08",16.57
"HM","1989-09",0
"HM","1989-10",67.14
"HM","1989-11",0
"HM","1989-12",11.96
"HM","1990-01",39.56
"HM","1990-02",17.46
"HM","1990-03",19.91
"HM","1990-04",7.98
"HM","1990-05",3.95
"HM","1990-06",4.93
"HM","1990-07",54.82
"HM","1990-08",48.1
"HM","1990-09",38.32
"HM","1990-10",7.22
"HM","1990-11",8.93
"HM","1990-12",2.86
"HM","1991-01",19.25
"HM","1991-02",22.76
"HM","1991-03",116.85
"HM","1991-04",0
"HM","1991-05",0
"HM","1991-06",0.57
"HM","1991-07",7.33
"HM","1991-08",11.28
"HM","1991-09",6.43
"HM","1991-10",10.58
"HM","1991-11",22.43
"HM","1991-12",29.87
"HM","1992-01",39.34
"HM","1992-02",74.52
"HM","1992-03",84.72
"HM","1992-04",10.73
"HM","1992-05",25.31
"HM","1992-06",0
"HM","1992-07",18.14
"HM","1992-08",69.64
"HM","1992-09",3.19
"HM","1992-10",5.8
"HM","1992-11",0
"HM","1992-12",80.04
"HM","1993-01",137.55
"HM","1993-02",140.12
"HM","1993-03",19.67
"HM","1993-04",0
"HM","1993-05",3.04
"HM","1993-06",0.48
"HM","1993-07",0
"HM","1993-08",35.36
"HM","1993-09",0.02
"HM","1993-10",12.56
"HM","1993-11",30.86
"HM","1993-12",3.05
"HM","1994-01",2.46
"HM","1994-02",25.38
"HM","1994-03",21.97
"HM","1994-04",2.28
"HM","1994-05",12.15
"HM","1994-06",5.41
"HM","1994-07",15.03
"HM","1994-08",16.32
"HM","1994-09",6.93
"HM","1994-10",7.83
"HM","1994-11",7.03
"HM","1994-12",50.67
"HM","1995-01",83.38
"HM","1995-02",53.62
"HM","1995-03",31.87
"HM","1995-04",14.19
"HM","1995-05",0.5
"HM","1995-06",0.71
"HM","1995-07",2.63
"HM","1995-08",19.4
"HM","1995-09",9.61
"HM","1995-10",0
"HM","1995-11",8.87
"HM","1995-12",3.59
"HM","1996-01",1.32
"HM","1996-02",19.77
"HM","1996-03",16.52
"HM","1996-04",0
"HM","1996-05",0.44
"HM","1996-06",0
"HM","1996-07",29.97
"HM","1996-08",11.22
"HM","1996-09",10.47
"HM","1996-10",1.38
"HM","1996-11",4.52
"HM","1996-12",2.29
"HM","1997-01",44.79
"HM","1997-02",21.02
"HM","1997-03",0
"HM","1997-04",9.9
"HM","1997-05",0
"HM","1997-06",0
"HM","1997-07",7.38
"HM","1997-08",24.94
"HM","1997-09",46.5
"HM","1997-10",0
"HM","1997-11",2.79
"HM","1997-12",44.02
"HM","1998-01",16.65
"HM","1998-02",98.6
"HM","1998-03",34.87
"HM","1998-04",7.1
"HM","1998-05",6.28
"HM","1998-06",0
"HM","1998-07",34.01
"HM","1998-08",30.85
"HM","1998-09",39.12
"HM","1998-10",7.15
"HM","1998-11",14.42
"HM","1998-12",8.23
"HM","1999-01",2.81
"HM","1999-02",15.86
"HM","1999-03",10.66
"HM","1999-04",26.96
"HM","1999-05",1.14
"HM","1999-06",11.34
"HM","1999-07",101.81
"HM","1999-08",18.27
"HM","1999-09",26.98
"HM","1999-10",0
"HM","1999-11",0
"HM","1999-12",0
"HM","2000-01",1.71
"HM","2000-02",19.26
"HM","2000-03",51.65
"HM","2000-04",0.42
"HM","2000-05",0
"HM","2000-06",29.44
"HM","2000-07",4.26
"HM","2000-08",77.6
"HM","2000-09",0
"HM","2000-10",143.85
"HM","2000-11",3.77
"HM","2000-12",0
"HM","2001-01",41.06
"HM","2001-02",34.66
"HM","2001-03",41.01
"HM","2001-04",5.51
"HM","2001-05",0.02
"HM","2001-06",0.48
"HM","2001-07",11.18
"HM","2001-08",9.26
"HM","2001-09",14.26
"HM","2001-10",15.69
"HM","2001-11",5.76
"HM","2001-12",12.59
"HM","2002-01",0
"HM","2002-02",0
"HM","2002-03",1
"HM","2002-04",0.3
"HM","2002-05",0
"HM","2002-06",0
"HM","2002-07",5.66
"HM","2002-08",0
"HM","2002-09",9.11
"HM","2002-10",22.16
"HM","2002-11",13.37
"HM","2002-12",4.28
"HM","2003-01",16.69
"HM","2003-02",99.22
"HM","2003-03",37.78
"HM","2003-04",4.09
"HM","2003-05",0
"HM","2003-06",0
"HM","2003-07",18.47
"HM","2003-08",50.21
"HM","2003-09",19.4
"HM","2003-10",0
"HM","2003-11",26.82
"HM","2003-12",14.97
"HM","2004-01",5.46
"HM","2004-02",30.1
"HM","2004-03",9.49
"HM","2004-04",29.16
"HM","2004-05",0
"HM","2004-06",0
"HM","2004-07",11.86
"HM","2004-08",10.21
"HM","2004-09",22.99
"HM","2004-10",94.68
"HM","2004-11",80.47
"HM","2004-12",57.32
"HM","2005-01",71.18
"HM","2005-02",99.1
"HM","2005-03",13.45
"HM","2005-04",5.47
"HM","2005-05",0
"HM","2005-06",0.42
"HM","2005-07",14.15
"HM","2005-08",61.31
"HM","2005-09",0.46
"HM","2005-10",26.31
"HM","2005-11",3.53
"HM","2005-12",0
"HM","2006-01",0
"HM","2006-02",0.34
"HM","2006-03",20.19
"HM","2006-04",0.98
"HM","2006-05",0
"HM","2006-06",7.44
"HM","2006-07",20.24
"HM","2006-08",21.99
"HM","2006-09",41.47
"HM","2006-10",11.46
"HM","2006-11",0
"HM","2006-12",0.89
"HM","2007-01",12.22
"HM","2007-02",16.16
"HM","2007-03",23.57
"HM","2007-04",0
"HM","2007-05",0
"HM","2007-06",0
"HM","2007-07",32.35
"HM","2007-08",27.44
"HM","2007-09",16.9
"HM","2007-10",1.43
"HM","2007-11",0
"HM","2007-12",56.08
"HM","2008-01",51.64
"HM","2008-02",16.26
"HM","2008-03",4.21
"HM","2008-04",0
"HM","2008-05",12.98
"HM","2008-06",0
"HM","2008-07",45.19
"HM","2008-08",33.54
"HM","2008-09",5.09
"HM","2008-10",0
"HM","2008-11",39.06
"HM","2008-12",51.09
"HM","2009-01",0.73
"HM","2009-02",21.82
"HM","2009-03",0
"HM","2009-04",5.92
"HM","2009-05",2.43
"HM","2009-06",0.27
"HM","2009-07",12.27
"HM","2009-08",13.39
"HM","2009-09",1.42
"HM","2009-10",0
"HM","2009-11",0
"HM","2009-12",29.12
"HM","2010-01",92.71
"HM","2010-02",40.89
"HM","2010-03",19.88
"HM","2010-04",0
"HM","2010-05",0
"HM","2010-06",0
"HM","2010-07",14.21
"HM","2010-08",39.88
"HM","2010-09",0
"HM","2010-10",28.08
"HM","2010-11",0.93
"HM","2010-12",49.92
"HM","2011-01",0
"HM","2011-02",30.36
"HM","2011-03",6.74
"HM","2011-04",12.14
"HM","2011-05",0
"HM","2011-06",0
"HM","2011-07",36.63
"HM","2011-08",4.12
"HM","2011-09",3.46
"HM","2011-10",9.32
"HM","2011-11",17.29
"HM","2011-12",42.68
"HM","2012-01",0.36
"HM","2012-02",1.25
"HM","2012-03",23.66
"HM","2012-04",4.34
"HM","2012-05",0
"HM","2012-06",0
"HM","2012-07",47.31
"HM","2012-08",25.76
"HM","2012-09",14.45
"HM","2012-10",2.75
"HM","2012-11",0
"HM","2012-12",34.48
"HM","2013-01",42.83
"HM","2013-02",6.29
"HM","2013-03",13.85
"HM","2013-04",0
"HM","2013-05",0.32
"HM","2013-06",0
"HM","2013-07",23.64
"HM","2013-08",49.1
"HM","2013-09",26.96
"HM","2013-10",4.03
"HM","2013-11",49.57
"HM","2013-12",10.44
"HM","2014-01",0
"HM","2014-02",0.41
"HM","2014-03",24.37
"HM","2014-04",1.11
"HM","2014-05",0
"HM","2014-06",0
"HM","2014-07",28.38
"HM","2014-08",55.89
"HM","2014-09",45
"HM","2014-10",3.88
"HM","2014-11",0
"HM","2014-12",33.07
"HM","2015-01",34.61
"HM","2015-02",8.85
"HM","2015-03",42
"HM","2015-04",5.54
"HM","2015-05",25.3
"HM","2015-06",3.7
"HM","2015-07",45.77
"HM","2015-08",10.24
"HM","2015-09",8.57
"HM","2015-10",37.6
"HM","2015-11",5.67
"HM","2015-12",6.97
"HM","2016-01",40.38
"HM","2016-02",4.51
"HM","2016-03",0.08
"HM","2016-04",4.31
"HM","2016-05",17.22
"HM","2016-06",2.86
"HM","2016-07",8.22
"HM","2016-08",49.2
"HM","2016-09",20.11
"HM","2016-10",4.94
"HM","2016-11",15.92
"HM","2016-12",66.47
"HM","2017-01",51.42
"HM","2017-02",56.27
"HM","2017-03",9.3
"HM","2017-04",0
"HM","2017-05",6.16
"HM","2017-06",0
"HM","2017-07",59.9
"HM","2017-08",10.96
"HM","2017-09",12.49
"HM","2017-10",0
"HM","2017-11",0
"HM","2017-12",0
"HM","2018-01",19.44
"HM","2018-02",3.5
"HM","2018-03",9.21
"HM","2018-04",0
"HM","2018-05",0
"HM","2018-06",5.31
"HM","2018-07",50.94
"HM","2018-08",21.57
"HM","2018-09",1.83
"HM","2018-10",55.47
"HM","2018-11",5.55
"HM","2018-12",4.06
"HM","2019-01",73.74
"HM","2019-02",76.48
"HM","2019-03",21.52
"HM","2019-04",6.52
"HM","2019-05",8.66
"HM","2019-06",0
"HM","2019-07",1.2
"HM","2019-08",0.58
"HM","2019-09",38.37
"HM","2019-10",0
"HM","2019-11",78.54
"HM","2019-12",36.33
"HM","2020-01",0.24
"HM","2020-02",28.61
"HM","2020-03",100.34
"HM","2020-04",0.34
"HM","2020-05",0.1
"HM","2020-06",0
"HM","2020-07",1.66
"HQ","1985-01",29.44
"HQ","1985-02",22.36
"HQ","1985-03",10.47
"HQ","1985-04",10.71
"HQ","1985-05",0
"HQ","1985-06",0
"HQ","1985-07",24.72
"HQ","1985-08",6.3
"HQ","1985-09",29.7
"HQ","1985-10",28.48
"HQ","1985-11",95.3
"HQ","1985-12",7.38
"HQ","1986-01",11.77
"HQ","1986-02",32.78
"HQ","1986-03",48.79
"HQ","1986-04",2.74
"HQ","1986-05",3.61
"HQ","1986-06",7.35
"HQ","1986-07",33.09
"HQ","1986-08",30.17
"HQ","1986-09",26.58
"HQ","1986-10",21.51
"HQ","1986-11",14.43
"HQ","1986-12",36.38
"HQ","1987-01",16.22
"HQ","1987-02",44.26
"HQ","1987-03",9.95
"HQ","1987-04",0.67
"HQ","1987-05",5.41
"HQ","1987-06",4.61
"HQ","1987-07",20.63
"HQ","1987-08",18.45
"HQ","1987-09",12.07
"HQ","1987-10",74.09
"HQ","1987-11",34.58
"HQ","1987-12",27.36
"HQ","1988-01",33.51
"HQ","1988-02",20.85
"HQ","1988-03",7.3
"HQ","1988-04",37.02
"HQ","1988-05",0
"HQ","1988-06",0.54
"HQ","1988-07",31.44
"HQ","1988-08",116.7
"HQ","1988-09",1.57
"HQ","1988-10",3.02
"HQ","1988-11",14.99
"HQ","1988-12",2.97
"HQ","1989-01",50.44
"HQ","1989-02",1.09
"HQ","1989-03",28.91
"HQ","1989-04",0
"HQ","1989-05",3.2
"HQ","1989-06",0
"HQ","1989-07",33.05
"HQ","1989-08",13.05
"HQ","1989-09",0
"HQ","1989-10",97.84
"HQ","1989-11",0
"HQ","1989-12",10.79
"HQ","1990-01",39.5
"HQ","1990-02",17.5
"HQ","1990-03",20.55
"HQ","1990-04",6.43
"HQ","1990-05",3.84
"HQ","1990-06",4.01
"HQ","1990-07",71.92
"HQ","1990-08",44.62
"HQ","1990-09",48.57
"HQ","1990-10",5.31
"HQ","1990-11",4.96
"HQ","1990-12",1.89
"HQ","1991-01",18.64
"HQ","1991-02",26.35
"HQ","1991-03",117.89
"HQ","1991-04",0
"HQ","1991-05",0
"HQ","1991-06",0
"HQ","1991-07",3.66
"HQ","1991-08",25.3
"HQ","1991-09",4.77
"HQ","1991-10",12.59
"HQ","1991-11",21.32
"HQ","1991-12",33.54
"HQ","1992-01",38.53
"HQ","1992-02",81.55
"HQ","1992-03",91.08
"HQ","1992-04",10.24
"HQ","1992-05",20.05
"HQ","1992-06",0
"HQ","1992-07",16.68
"HQ","1992-08",67.79
"HQ","1992-09",2.72
"HQ","1992-10",2.61
"HQ","1992-11",0
"HQ","1992-12",82.3
"HQ","1993-01",140.96
"HQ","1993-02",155.02
"HQ","1993-03",18.67
"HQ","1993-04",0
"HQ","1993-05",1.94
"HQ","1993-06",0.07
"HQ","1993-07",0
"HQ","1993-08",56.96
"HQ","1993-09",0
"HQ","1993-10",12.18
"HQ","1993-11",37.47
"HQ","1993-12",2
"HQ","1994-01",1.7
"HQ","1994-02",27.35
"HQ","1994-03",19.03
"HQ","1994-04",1.08
"HQ","1994-05",15.43
"HQ","1994-06",5.59
"HQ","1994-07",24.56
"HQ","1994-08",14.66
"HQ","1994-09",8.92
"HQ","1994-10",8.63
"HQ","1994-11",6.94
"HQ","1994-12",53.51
"HQ","1995-01",82.65
"HQ","1995-02",58.18
"HQ","1995-03",29.35
"HQ","1995-04",10.69
"HQ","1995-05",0
"HQ","1995-06",0.21
"HQ","1995-07",1.74
"HQ","1995-08",28.46
"HQ","1995-09",12.82
"HQ","1995-10",0
"HQ","1995-11",8.2
"HQ","1995-12",0.01
"HQ","1996-01",1.01
"HQ","1996-02",20.43
"HQ","1996-03",16.08
"HQ","1996-04",0
"HQ","1996-05",0.06
"HQ","1996-06",0
"HQ","1996-07",32.4
"HQ","1996-08",7.28
"HQ","1996-09",17.82
"HQ","1996-10",0.25
"HQ","1996-11",2.73
"HQ","1996-12",1.79
"HQ","1997-01",39.71
"HQ","1997-02",23.61
"HQ","1997-03",0
"HQ","1997-04",6.31
"HQ","1997-05",0
"HQ","1997-06",0
"HQ","1997-07",1.87
"HQ","1997-08",26.89
"HQ","1997-09",54.15
"HQ","1997-10",0
"HQ","1997-11",1.92
"HQ","1997-12",43.53
"HQ","1998-01",12.95
"HQ","1998-02",106.6
"HQ","1998-03",31.95
"HQ","1998-04",3.83
"HQ","1998-05",2.4
"HQ","1998-06",0
"HQ","1998-07",57.24
"HQ","1998-08",43.34
"HQ","1998-09",39.14
"HQ","1998-10",4.34
"HQ","1998-11",9.49
"HQ","1998-12",7.58
"HQ","1999-01",2.14
"HQ","1999-02",15.9
"HQ","1999-03",10.82
"HQ","1999-04",25.73
"HQ","1999-05",0
"HQ","1999-06",9.87
"HQ","1999-07",97.95
"HQ","1999-08",21.49
"HQ","1999-09",41.28
"HQ","1999-10",0
"HQ","1999-11",0
"HQ","1999-12",0
"HQ","2000-01",0
"HQ","2000-02",19.64
"HQ","2000-03",53.28
"HQ","2000-04",0.09
"HQ","2000-05",0
"HQ","2000-06",37.29
"HQ","2000-07",4.05
"HQ","2000-08",56.04
"HQ","2000-09",0
"HQ","2000-10",173.22
"HQ","2000-11",3.11
"HQ","2000-12",0.17
"HQ","2001-01",39.28
"HQ","2001-02",35.21
"HQ","2001-03",38.64
"HQ","2001-04",3.46
"HQ","2001-05",0.01
"HQ","2001-06",1.35
"HQ","2001-07",14.87
"HQ","2001-08",18.07
"HQ","2001-09",7.25
"HQ","2001-10",14.38
"HQ","2001-11",5.21
"HQ","2001-12",11.68
"HQ","2002-01",0
"HQ","2002-02",0
"HQ","2002-03",0.96
"HQ","2002-04",0
"HQ","2002-05",0
"HQ","2002-06",0
"HQ","2002-07",12.76
"HQ","2002-08",0
"HQ","2002-09",27.41
"HQ","2002-10",30.59
"HQ","2002-11",12.2
"HQ","2002-12",3.86
"HQ","2003-01",14.97
"HQ","2003-02",116.37
"HQ","2003-03",37.76
"HQ","2003-04",3.25
"HQ","2003-05",0
"HQ","2003-06",0
"HQ","2003-07",18.33
"HQ","2003-08",55.96
"HQ","2003-09",12.68
"HQ","2003-10",11.41
"HQ","2003-11",27.73
"HQ","2003-12",13.09
"HQ","2004-01",5.33
"HQ","2004-02",32.35
"HQ","2004-03",12.41
"HQ","2004-04",26.84
"HQ","2004-05",0
"HQ","2004-06",0
"HQ","2004-07",11.18
"HQ","2004-08",15.52
"HQ","2004-09",15.97
"HQ","2004-10",104.71
"HQ","2004-11",69.51
"HQ","2004-12",73.26
"HQ","2005-01",66.53
"HQ","2005-02",108.98
"HQ","2005-03",10.1
"HQ","2005-04",3.48
"HQ","2005-05",0
"HQ","2005-06",0
"HQ","2005-07",19.39
"HQ","2005-08",54.27
"HQ","2005-09",1
"HQ","2005-10",23.92
"HQ","2005-11",2.64
"HQ","2005-12",0
"HQ","2006-01",0
"HQ","2006-02",0
"HQ","2006-03",13.62
"HQ","2006-04",1.02
"HQ","2006-05",0
"HQ","2006-06",1.69
"HQ","2006-07",12.82
"HQ","2006-08",36.55
"HQ","2006-09",37.98
"HQ","2006-10",5.19
"HQ","2006-11",0
"HQ","2006-12",1.65
"HQ","2007-01",13.84
"HQ","2007-02",16.54
"HQ","2007-03",27.25
"HQ","2007-04",0
"HQ","2007-05",0
"HQ","2007-06",0
"HQ","2007-07",44.51
"HQ","2007-08",17.4
"HQ","2007-09",15.23
"HQ","2007-10",0
"HQ","2007-11",0
"HQ","2007-12",58.43
"HQ","2008-01",47.61
"HQ","2008-02",19.58
"HQ","2008-03",2.74
"HQ","2008-04",0
"HQ","2008-05",10.42
"HQ","2008-06",0
"HQ","2008-07",40.91
"HQ","2008-08",34.37
"HQ","2008-09",5.61
"HQ","2008-10",0
"HQ","2008-11",34.38
"HQ","2008-12",47.35
"HQ","2009-01",0
"HQ","2009-02",17.86
"HQ","2009-03",0
"HQ","2009-04",8.29
"HQ","2009-05",3.94
"HQ","2009-06",0
"HQ","2009-07",13.16
"HQ","2009-08",16.55
"HQ","2009-09",2.26
"HQ","2009-10",0
"HQ","2009-11",0
"HQ","2009-12",31.47
"HQ","2010-01",93.07
"HQ","2010-02",48.01
"HQ","2010-03",16.99
"HQ","2010-04",0
"HQ","2010-05",0
"HQ","2010-06",0
"HQ","2010-07",20.89
"HQ","2010-08",42.13
"HQ","2010-09",0
"HQ","2010-10",23.76
"HQ","2010-11",0.26
"HQ","2010-12",47.99
"HQ","2011-01",0
"HQ","2011-02",28.86
"HQ","2011-03",7.68
"HQ","2011-04",9.31
"HQ","2011-05",0
"HQ","2011-06",0
"HQ","2011-07",27.66
"HQ","2011-08",9.7
"HQ","2011-09",3.79
"HQ","2011-10",7.49
"HQ","2011-11",15.2
"HQ","2011-12",46.05
"HQ","2012-01",0.56
"HQ","2012-02",0.49
"HQ","2012-03",21.41
"HQ","2012-04",2.97
"HQ","2012-05",0
"HQ","2012-06",0
"HQ","2012-07",48.28
"HQ","2012-08",36.21
"HQ","2012-09",10.86
"HQ","2012-10",2.43
"HQ","2012-11",0.11
"HQ","2012-12",29.96
"HQ","2013-01",40.32
"HQ","2013-02",5.43
"HQ","2013-03",18.67
"HQ","2013-04",0
"HQ","2013-05",0
"HQ","2013-06",0
"HQ","2013-07",29.12
"HQ","2013-08",60.94
"HQ","2013-09",25.23
"HQ","2013-10",3.98
"HQ","2013-11",63.23
"HQ","2013-12",11.98
"HQ","2014-01",0
"HQ","2014-02",0.84
"HQ","2014-03",29
"HQ","2014-04",0
"HQ","2014-05",0
"HQ","2014-06",0
"HQ","2014-07",37.54
"HQ","2014-08",76.05
"HQ","2014-09",57.55
"HQ","2014-10",3.5
"HQ","2014-11",0
"HQ","2014-12",34.02
"HQ","2015-01",34.45
"HQ","2015-02",4.32
"HQ","2015-03",38.18
"HQ","2015-04",4.8
"HQ","2015-05",25.24
"HQ","2015-06",2.55
"HQ","2015-07",46.45
"HQ","2015-08",9.41
"HQ","2015-09",9.45
"HQ","2015-10",31.08
"HQ","2015-11",6.77
"HQ","2015-12",5.42
"HQ","2016-01",42.55
"HQ","2016-02",3.49
"HQ","2016-03",0
"HQ","2016-04",4.43
"HQ","2016-05",12.38
"HQ","2016-06",2.73
"HQ","2016-07",10.63
"HQ","2016-08",52.14
"HQ","2016-09",16.3
"HQ","2016-10",2.9
"HQ","2016-11",18.75
"HQ","2016-12",56.02
"HQ","2017-01",46.41
"HQ","2017-02",61.77
"HQ","2017-03",11.18
"HQ","2017-04",0
"HQ","2017-05",4.73
"HQ","2017-06",0
"HQ","2017-07",66.37
"HQ","2017-08",12.65
"HQ","2017-09",10.29
"HQ","2017-10",0
"HQ","2017-11",0
"HQ","2017-12",0
"HQ","2018-01",19.25
"HQ","2018-02",4.6
"HQ","2018-03",8.78
"HQ","2018-04",0
"HQ","2018-05",0
"HQ","2018-06",4.74
"HQ","2018-07",43.88
"HQ","2018-08",32.63
"HQ","2018-09",1.3
"HQ","2018-10",87.81
"HQ","2018-11",6.24
"HQ","2018-12",6.46
"HQ","2019-01",57.53
"HQ","2019-02",68.88
"HQ","2019-03",21.97
"HQ","2019-04",5.92
"HQ","2019-05",7.19
"HQ","2019-06",0
"HQ","2019-07",5.47
"HQ","2019-08",2.44
"HQ","2019-09",44.92
"HQ","2019-10",0
"HQ","2019-11",82.16
"HQ","2019-12",33.06
"HQ","2020-01",0
"HQ","2020-02",40.55
"HQ","2020-03",109.08
"HQ","2020-04",0.06
"HQ","2020-05",0
"HQ","2020-06",0
"HQ","2020-07",1.74
"LS","1985-01",27.29
"LS","1985-02",38.38
"LS","1985-03",27.24
"LS","1985-04",27.34
"LS","1985-05",7.13
"LS","1985-06",3.15
"LS","1985-07",61.19
"LS","1985-08",0
"LS","1985-09",16.41
"LS","1985-10",28.68
"LS","1985-11",95.73
"LS","1985-12",2.67
"LS","1986-01",0.53
"LS","1986-02",35.31
"LS","1986-03",65.57
"LS","1986-04",10.63
"LS","1986-05",0
"LS","1986-06",7.57
"LS","1986-07",11.44
"LS","1986-08",72.42
"LS","1986-09",46.54
"LS","1986-10",18.28
"LS","1986-11",15.14
"LS","1986-12",32.25
"LS","1987-01",30.98
"LS","1987-02",44.01
"LS","1987-03",17.84
"LS","1987-04",8.78
"LS","1987-05",6.46
"LS","1987-06",3.32
"LS","1987-07",5.37
"LS","1987-08",28.14
"LS","1987-09",19.88
"LS","1987-10",66.37
"LS","1987-11",40.71
"LS","1987-12",41.22
"LS","1988-01",31.98
"LS","1988-02",27.74
"LS","1988-03",3.48
"LS","1988-04",64
"LS","1988-05",0
"LS","1988-06",0.01
"LS","1988-07",47.91
"LS","1988-08",147.71
"LS","1988-09",5.01
"LS","1988-10",0.01
"LS","1988-11",12.45
"LS","1988-12",9.21
"LS","1989-01",45.43
"LS","1989-02",9.25
"LS","1989-03",19.02
"LS","1989-04",0
"LS","1989-05",1.32
"LS","1989-06",0
"LS","1989-07",15.09
"LS","1989-08",62.49
"LS","1989-09",0
"LS","1989-10",17.68
"LS","1989-11",0
"LS","1989-12",20.65
"LS","1990-01",39.02
"LS","1990-02",37.41
"LS","1990-03",26.06
"LS","1990-04",40.81
"LS","1990-05",5.95
"LS","1990-06",7.91
"LS","1990-07",96.81
"LS","1990-08",34.11
"LS","1990-09",94.26
"LS","1990-10",7.7
"LS","1990-11",5.66
"LS","1990-12",1.53
"LS","1991-01",25.17
"LS","1991-02",27.52
"LS","1991-03",163.34
"LS","1991-04",0
"LS","1991-05",0
"LS","1991-06",2.94
"LS","1991-07",2.58
"LS","1991-08",24.59
"LS","1991-09",34.08
"LS","1991-10",14.1
"LS","1991-11",31.55
"LS","1991-12",33.94
"LS","1992-01",39.42
"LS","1992-02",76.35
"LS","1992-03",92.24
"LS","1992-04",8.75
"LS","1992-05",32.19
